gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000032741	Tpcn1	protein_coding	two pore channel 1	10	chr5	120672218	120726738	54521	-
ENSMUSG00000029601	Iqcd	protein_coding	IQ motif containing D	14	chr5	120727081	120745183	18103	+
ENSMUSG00000029600	Rita1	protein_coding	RBPJ interacting and tubulin associated 1	11	chr5	120732370	120750654	18285	-
ENSMUSG00000029599	Ddx54	protein_coding	DEAD box helicase 54	14	chr5	120750804	120766657	15854	+
ENSMUSG00000107191	Gm43579	lncRNA	predicted gene 43579	2	chr5	120764380	120765686	1307	-
ENSMUSG00000094282	Cfap73	protein_coding	cilia and flagella associated protein 73	2	chr5	120766400	120772300	5901	-
ENSMUSG00000089830	Gm15749	lncRNA	predicted gene 15749	2	chr5	120786105	120786814	710	+
ENSMUSG00000029602	Rasal1	protein_coding	RAS protein activator like 1 (GAP1 like)	12	chr5	120786877	120817662	30786	+
ENSMUSG00000029603	Dtx1	protein_coding	deltex 1, E3 ubiquitin ligase	16	chr5	120818267	120849992	31726	-
ENSMUSG00000032690	Oas2	protein_coding	2'-5' oligoadenylate synthetase 2	17	chr5	120868398	120887918	19521	-
ENSMUSG00000032661	Oas3	protein_coding	2'-5' oligoadenylate synthetase 3	10	chr5	120891163	120915726	24564	-
ENSMUSG00000107179	Gm43069	lncRNA	predicted gene 43069	2	chr5	120915861	120943688	27828	+
ENSMUSG00000066867	Oas1e	protein_coding	2'-5' oligoadenylate synthetase 1E	9	chr5	120924291	120933595	9305	-
ENSMUSG00000001166	Oas1c	protein_coding	2'-5' oligoadenylate synthetase 1C	18	chr5	120938259	120950579	12321	-
ENSMUSG00000029605	Oas1b	protein_coding	2'-5' oligoadenylate synthetase 1B	18	chr5	120950700	120962228	11529	+
ENSMUSG00000053765	Oas1f	protein_coding	2'-5' oligoadenylate synthetase 1F	5	chr5	120985432	120996049	10618	+
ENSMUSG00000001168	Oas1h	protein_coding	2'-5' oligoadenylate synthetase 1H	17	chr5	120999484	121011569	12086	+
ENSMUSG00000066861	Oas1g	protein_coding	2'-5' oligoadenylate synthetase 1G	15	chr5	121014205	121025676	11472	-
ENSMUSG00000052776	Oas1a	protein_coding	2'-5' oligoadenylate synthetase 1A	11	chr5	121034319	121045584	11266	-
ENSMUSG00000032623	Oas1d	protein_coding	2'-5' oligoadenylate synthetase 1D	10	chr5	121052599	121059715	7117	+
ENSMUSG00000029608	Rph3a	protein_coding	rabphilin 3A	11	chr5	121078562	121148155	69594	-
ENSMUSG00000043733	Ptpn11	protein_coding	protein tyrosine phosphatase, non-receptor type 11	15	chr5	121268596	121329460	60865	-
ENSMUSG00000029614	Rpl6	protein_coding	ribosomal protein L6	14	chr5	121342544	121347304	4761	+
ENSMUSG00000042744	Hectd4	protein_coding	HECT domain E3 ubiquitin protein ligase 4	17	chr5	121358282	121506640	148359	+
ENSMUSG00000120570	Gm57321	lncRNA	predicted gene, 57321	1	chr5	121468229	121468384	156	-
ENSMUSG00000042726	Trafd1	protein_coding	TRAF type zinc finger domain containing 1	15	chr5	121509788	121523695	13908	-
ENSMUSG00000104985	Gm42917	lncRNA	predicted gene 42917	2	chr5	121522073	121531528	9456	+
ENSMUSG00000106209	Gm42918	lncRNA	predicted gene 42918	3	chr5	121523582	121525164	1583	+
ENSMUSG00000042719	Naa25	protein_coding	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	18	chr5	121535999	121582441	46443	+
ENSMUSG00000029616	Erp29	protein_coding	endoplasmic reticulum protein 29	10	chr5	121566653	121590569	23917	-
ENSMUSG00000029452	Tmem116	protein_coding	transmembrane protein 116	19	chr5	121589956	121662246	72291	+
ENSMUSG00000062438	Adam1b	protein_coding	a disintegrin and metallopeptidase domain 1b	5	chr5	121638161	121641498	3338	-
ENSMUSG00000072647	Adam1a	protein_coding	a disintegrin and metallopeptidase domain 1a	7	chr5	121656639	121660134	3496	-
ENSMUSG00000029454	Mapkapk5	protein_coding	MAP kinase-activated protein kinase 5	16	chr5	121663101	121683968	20868	-
ENSMUSG00000121598	ENSMUSG00000121598	protein_coding		1	chr5	121683614	121683784	171	-
ENSMUSG00000029455	Aldh2	protein_coding	aldehyde dehydrogenase 2, mitochondrial	15	chr5	121704090	121731887	27798	-
ENSMUSG00000042647	Acad12	protein_coding	acyl-Coenzyme A dehydrogenase family, member 12	14	chr5	121734838	121757001	22164	-
ENSMUSG00000120376	Gm57307	lncRNA	predicted gene, 57307	1	chr5	121757080	121757710	631	+
ENSMUSG00000029456	Acad10	protein_coding	acyl-Coenzyme A dehydrogenase family, member 10	13	chr5	121759089	121798577	39489	-
ENSMUSG00000029458	Brap	protein_coding	BRCA1 associated protein	15	chr5	121798626	121825319	26694	+
ENSMUSG00000120053	1700064N11Rik	lncRNA	RIKEN cDNA 1700064N11 gene	1	chr5	121848832	121849569	738	-
ENSMUSG00000042605	Atxn2	protein_coding	ataxin 2	17	chr5	121849400	121954556	105157	+
ENSMUSG00000089729	Gm16552	lncRNA	predicted gene 16552	2	chr5	121855729	121865466	9738	-
ENSMUSG00000042594	Sh2b3	protein_coding	SH2B adaptor protein 3	17	chr5	121953551	121975709	22159	-
ENSMUSG00000104872	1700008B11Rik	lncRNA	RIKEN cDNA 1700008B11 gene	2	chr5	121973258	121973891	634	+
ENSMUSG00000044134	Pheta1	protein_coding	PH domain containing endocytic trafficking adaptor 1	10	chr5	121987047	121992695	5649	+
ENSMUSG00000042589	Cux2	protein_coding	cut-like homeobox 2	19	chr5	121994429	122188165	193737	-
ENSMUSG00000105795	Gm3970	lncRNA	predicted gene 3970	2	chr5	122163393	122167760	4368	+
ENSMUSG00000087386	Gm15637	lncRNA	predicted gene 15637	2	chr5	122186445	122193717	7273	+
ENSMUSG00000120313	Gm57283	lncRNA	predicted gene, 57283	1	chr5	122231244	122232430	1187	+
ENSMUSG00000013936	Myl2	protein_coding	myosin, light polypeptide 2, regulatory, cardiac, slow	13	chr5	122239014	122251535	12522	+
ENSMUSG00000043036	Ccdc63	protein_coding	coiled-coil domain containing 63	15	chr5	122246103	122278886	32784	-
ENSMUSG00000004455	Ppp1cc	protein_coding	protein phosphatase 1 catalytic subunit gamma	17	chr5	122296341	122313336	16996	+
ENSMUSG00000064267	Hvcn1	protein_coding	hydrogen voltage-gated channel 1	14	chr5	122344867	122380360	35494	+
ENSMUSG00000038593	Tctn1	protein_coding	tectonic family member 1	19	chr5	122375911	122402523	26613	-
ENSMUSG00000038582	Pptc7	protein_coding	PTC7 protein phosphatase homolog	16	chr5	122422428	122462344	39917	+
ENSMUSG00000038569	Rad9b	protein_coding	RAD9 checkpoint clamp component B	14	chr5	122461286	122492296	31011	-
ENSMUSG00000029462	Vps29	protein_coding	VPS29 retromer complex component	19	chr5	122492432	122503047	10616	+
ENSMUSG00000029463	Fam216a	protein_coding	family with sequence similarity 216, member A	6	chr5	122502643	122510427	7785	-
ENSMUSG00000029464	Gpn3	protein_coding	GPN-loop GTPase 3	11	chr5	122509939	122520965	11027	+
ENSMUSG00000029465	Arpc3	protein_coding	actin related protein 2/3 complex, subunit 3	15	chr5	122529941	122552247	22307	+
ENSMUSG00000120495	Gm57265	lncRNA	predicted gene, 57265	1	chr5	122534455	122535087	633	-
ENSMUSG00000105895	Gm42829	lncRNA	predicted gene 42829	2	chr5	122546553	122549137	2585	+
ENSMUSG00000029466	Anapc7	protein_coding	anaphase promoting complex subunit 7	12	chr5	122559756	122582975	23220	+
ENSMUSG00000029467	Atp2a2	protein_coding	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	16	chr5	122591576	122640288	48713	-
ENSMUSG00000120573	Gm57291	lncRNA	predicted gene, 57291	1	chr5	122640516	122641665	1150	+
ENSMUSG00000029469	Ift81	protein_coding	intraflagellar transport 81	15	chr5	122688267	122752581	64315	-
ENSMUSG00000105430	Gm43301	lncRNA	predicted gene 43301	2	chr5	122719532	122722916	3385	+
ENSMUSG00000029468	P2rx7	protein_coding	purinergic receptor P2X, ligand-gated ion channel, 7	18	chr5	122781974	122829495	47522	+
ENSMUSG00000029470	P2rx4	protein_coding	purinergic receptor P2X, ligand-gated ion channel 4	16	chr5	122845607	122867801	22195	+
ENSMUSG00000029471	Camkk2	protein_coding	calcium/calmodulin-dependent protein kinase kinase 2, beta	14	chr5	122869233	122917472	48240	-
ENSMUSG00000029472	Anapc5	protein_coding	anaphase-promoting complex subunit 5	14	chr5	122925522	122959402	33881	-
ENSMUSG00000120987	Gm33044	lncRNA	predicted gene, 33044	1	chr5	122987513	122987999	487	-
ENSMUSG00000029474	Rnf34	protein_coding	ring finger protein 34	8	chr5	122988111	123009354	21244	+
ENSMUSG00000029475	Kdm2b	protein_coding	lysine (K)-specific demethylase 2B	18	chr5	123008728	123127886	119159	-
ENSMUSG00000056735	A930024E05Rik	lncRNA	RIKEN cDNA A930024E05 gene	7	chr5	123127417	123136408	8992	+
ENSMUSG00000106555	Gm2479	lncRNA	predicted gene 2479	5	chr5	123145362	123153143	7782	-
ENSMUSG00000049686	Orai1	protein_coding	ORAI calcium release-activated calcium modulator 1	15	chr5	123153137	123168519	15383	+
ENSMUSG00000029477	Morn3	protein_coding	MORN repeat containing 3	15	chr5	123173832	123185079	11248	-
ENSMUSG00000054434	Tmem120b	protein_coding	transmembrane protein 120B	15	chr5	123206478	123255812	49335	+
ENSMUSG00000029449	Rhof	protein_coding	ras homolog family member F (in filopodia)	12	chr5	123241107	123270755	29649	-
ENSMUSG00000090086	AI480526	lncRNA	expressed sequence AI480526	9	chr5	123271786	123279729	7944	-
ENSMUSG00000104156	Gm38102	lncRNA	predicted gene, 38102	3	chr5	123272002	123275758	3757	+
ENSMUSG00000105881	4932422M17Rik	lncRNA	RIKEN cDNA 4932422M17 gene	3	chr5	123276764	123280109	3346	+
ENSMUSG00000038384	Setd1b	protein_coding	SET domain containing 1B	17	chr5	123280256	123306692	26437	+
ENSMUSG00000029440	Psmd9	protein_coding	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	16	chr5	123307476	123388194	80719	+
ENSMUSG00000029445	Hpd	protein_coding	4-hydroxyphenylpyruvic acid dioxygenase	14	chr5	123309870	123320790	10921	-
ENSMUSG00000104606	Gm43409	lncRNA	predicted gene 43409	2	chr5	123326764	123329651	2888	-
ENSMUSG00000029442	Wdr66	protein_coding	WD repeat domain 66	19	chr5	123390165	123465547	75383	+
ENSMUSG00000087063	Gm15857	lncRNA	predicted gene 15857	2	chr5	123431701	123448387	16687	-
ENSMUSG00000087336	Gm15860	lncRNA	predicted gene 15860	3	chr5	123470789	123482500	11712	-
ENSMUSG00000029438	Bcl7a	protein_coding	B cell CLL/lymphoma 7A	10	chr5	123481897	123513055	31159	+
ENSMUSG00000104830	5830487J09Rik	lncRNA	RIKEN cDNA 5830487J09 gene	2	chr5	123504535	123506982	2448	+
ENSMUSG00000086700	Gm15747	lncRNA	predicted gene 15747	3	chr5	123531712	123536020	4309	-
ENSMUSG00000038342	Mlxip	protein_coding	MLX interacting protein	16	chr5	123532861	123595995	63135	+
ENSMUSG00000106636	Gm43813	lncRNA	predicted gene 43813	2	chr5	123544550	123549927	5378	+
ENSMUSG00000029437	Il31	protein_coding	interleukin 31	13	chr5	123618220	123627552	9333	-
ENSMUSG00000063409	Lrrc43	protein_coding	leucine rich repeat containing 43	13	chr5	123627368	123646268	18901	+
ENSMUSG00000086753	Gm15751	lncRNA	predicted gene 15751	2	chr5	123646458	123652074	5617	+
ENSMUSG00000029433	Diablo	protein_coding	diablo, IAP-binding mitochondrial protein	17	chr5	123647828	123662239	14412	-
ENSMUSG00000029431	B3gnt4	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	6	chr5	123648523	123649945	1423	+
ENSMUSG00000114278	Gm49027	protein_coding	predicted gene, 49027	3	chr5	123650145	123663551	13407	-
ENSMUSG00000029434	Vps33a	protein_coding	VPS33A CORVET/HOPS core subunit	13	chr5	123666722	123711101	44380	-
ENSMUSG00000049550	Clip1	protein_coding	CAP-GLY domain containing linker protein 1	18	chr5	123715858	123822681	106824	-
ENSMUSG00000029427	Zcchc8	protein_coding	zinc finger, CCHC domain containing 8	12	chr5	123836357	123859163	22807	-
ENSMUSG00000029422	Rsrc2	protein_coding	arginine/serine-rich coiled-coil 2	16	chr5	123866489	123887477	20989	-
ENSMUSG00000029414	Kntc1	protein_coding	kinetochore associated 1	12	chr5	123887779	123959656	71878	+
ENSMUSG00000045502	Hcar2	protein_coding	hydroxycarboxylic acid receptor 2	7	chr5	124001633	124003562	1930	-
ENSMUSG00000049241	Hcar1	protein_coding	hydrocarboxylic acid receptor 1	7	chr5	124014799	124018083	3285	-
ENSMUSG00000023106	Denr	protein_coding	density-regulated protein	16	chr5	124045238	124066898	21661	+
ENSMUSG00000061882	Ccdc62	protein_coding	coiled-coil domain containing 62	14	chr5	124065481	124107958	42478	+
ENSMUSG00000000915	Hip1r	protein_coding	huntingtin interacting protein 1 related	16	chr5	124111691	124143621	31931	+
ENSMUSG00000066278	Vps37b	protein_coding	vacuolar protein sorting 37B	7	chr5	124142704	124170333	27630	-
ENSMUSG00000106261	Gm34086	lncRNA	predicted gene, 34086	2	chr5	124170424	124214362	43939	+
ENSMUSG00000104818	Gm43661	lncRNA	predicted gene 43661	3	chr5	124173264	124190415	17152	-
ENSMUSG00000029408	Abcb9	protein_coding	ATP-binding cassette, sub-family B (MDR/TAP), member 9	14	chr5	124199593	124233861	34269	-
ENSMUSG00000085433	Gm16001	lncRNA	predicted gene 16001	4	chr5	124242612	124250327	7716	-
ENSMUSG00000023707	Ogfod2	protein_coding	2-oxoglutarate and iron-dependent oxygenase domain containing 2	14	chr5	124250360	124253546	3187	+
ENSMUSG00000029404	Arl6ip4	protein_coding	ADP-ribosylation factor-like 6 interacting protein 4	16	chr5	124254152	124256259	2108	+
ENSMUSG00000029406	Pitpnm2	protein_coding	phosphatidylinositol transfer protein, membrane-associated 2	16	chr5	124256753	124387823	131071	-
ENSMUSG00000089842	Pitpnm2os2	lncRNA	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2	3	chr5	124332970	124338409	5440	+
ENSMUSG00000090220	Pitpnm2os1	lncRNA	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1	2	chr5	124367788	124375200	7413	+
ENSMUSG00000105759	Gm42425	lncRNA	predicted gene 42425	2	chr5	124375787	124376498	712	+
ENSMUSG00000038126	Mphosph9	protein_coding	M-phase phosphoprotein 9	18	chr5	124389022	124466035	77014	-
ENSMUSG00000047635	Mtrfr	protein_coding	mitochondrial translation release factor in rescue	7	chr5	124466152	124479907	13756	+
ENSMUSG00000029394	Cdk2ap1	protein_coding	CDK2 (cyclin-dependent kinase 2)-associated protein 1	12	chr5	124483480	124501145	17666	-
ENSMUSG00000038095	Sbno1	protein_coding	strawberry notch 1	16	chr5	124506765	124564064	57300	-
ENSMUSG00000049327	Kmt5a	protein_coding	lysine methyltransferase 5A	18	chr5	124577993	124600371	22379	+
ENSMUSG00000029401	Rilpl2	protein_coding	Rab interacting lysosomal protein-like 2	9	chr5	124601328	124616429	15102	-
ENSMUSG00000029402	Snrnp35	protein_coding	small nuclear ribonucleoprotein 35 (U11/U12)	9	chr5	124621197	124629187	7991	+
ENSMUSG00000029392	Rilpl1	protein_coding	Rab interacting lysosomal protein-like 1	13	chr5	124631143	124669454	38312	-
ENSMUSG00000029390	Tmed2	protein_coding	transmembrane p24 trafficking protein 2	14	chr5	124678758	124688569	9812	+
ENSMUSG00000029389	Ddx55	protein_coding	DEAD box helicase 55	18	chr5	124690927	124707723	16797	+
ENSMUSG00000029388	Eif2b1	protein_coding	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	15	chr5	124708276	124717194	8919	-
ENSMUSG00000029387	Gtf2h3	protein_coding	general transcription factor IIH, polypeptide 3	11	chr5	124717203	124735743	18541	+
ENSMUSG00000118662	Tctn2	protein_coding	tectonic family member 2	2	chr5	124736812	124765803	28992	+
ENSMUSG00000038023	Atp6v0a2	protein_coding	ATPase, H+ transporting, lysosomal V0 subunit A2	13	chr5	124766641	124801519	34879	+
ENSMUSG00000106082	4930404A12Rik	lncRNA	RIKEN cDNA 4930404A12 gene	5	chr5	124799061	124802143	3083	-
ENSMUSG00000038011	Dnah10	protein_coding	dynein, axonemal, heavy chain 10	16	chr5	124802149	124911372	109224	+
ENSMUSG00000105583	Gm43777	lncRNA	predicted gene 43777	2	chr5	124894865	124895376	512	-
ENSMUSG00000037979	Ccdc92	protein_coding	coiled-coil domain containing 92	14	chr5	124911482	124939488	28007	-
ENSMUSG00000079215	Zfp664	protein_coding	zinc finger protein 664	9	chr5	124939755	124979757	40003	+
ENSMUSG00000037962	Rflna	protein_coding	refilin A	8	chr5	125080285	125089611	9327	+
ENSMUSG00000029478	Ncor2	protein_coding	nuclear receptor co-repressor 2	17	chr5	125094217	125256283	162067	-
ENSMUSG00000105604	Gm42838	lncRNA	predicted gene 42838	2	chr5	125134905	125135434	530	+
ENSMUSG00000106663	Gm42839	lncRNA	predicted gene 42839	2	chr5	125163905	125167423	3519	+
ENSMUSG00000105039	Gm32585	lncRNA	predicted gene, 32585	2	chr5	125315378	125349879	34502	-
ENSMUSG00000037936	Scarb1	protein_coding	scavenger receptor class B, member 1	16	chr5	125354151	125418158	64008	-
ENSMUSG00000104932	Gm40323	lncRNA	predicted gene, 40323	2	chr5	125438239	125447824	9586	+
ENSMUSG00000008348	Ubc	protein_coding	ubiquitin C	10	chr5	125463029	125467266	4238	-
ENSMUSG00000072612	Gm10382	lncRNA	predicted gene 10382	4	chr5	125466386	125467619	1234	+
ENSMUSG00000120357	Gm57271	lncRNA	predicted gene, 57271	1	chr5	125469601	125470127	527	-
ENSMUSG00000120435	Gm57275	lncRNA	predicted gene, 57275	1	chr5	125470515	125471282	768	+
ENSMUSG00000121110	Gm57312	lncRNA	predicted gene, 57312	1	chr5	125471507	125471699	193	+
ENSMUSG00000029480	Dhx37	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 37	14	chr5	125490922	125511185	20264	-
ENSMUSG00000037905	Bri3bp	protein_coding	Bri3 binding protein	14	chr5	125518632	125537434	18803	+
ENSMUSG00000029482	Aacs	protein_coding	acetoacetyl-CoA synthetase	5	chr5	125552878	125594474	41597	+
ENSMUSG00000070498	Tmem132b	protein_coding	transmembrane protein 132B	4	chr5	125608838	125869647	260810	+
ENSMUSG00000105274	1700048F04Rik	lncRNA	RIKEN cDNA 1700048F04 gene	2	chr5	126005834	126029694	23861	+
ENSMUSG00000106378	Gm42945	lncRNA	predicted gene 42945	2	chr5	126035473	126042909	7437	-
ENSMUSG00000105593	Gm42952	lncRNA	predicted gene 42952	5	chr5	126040594	126065492	24899	+
ENSMUSG00000104825	Gm40330	lncRNA	predicted gene, 40330	2	chr5	126580914	126582039	1126	-
ENSMUSG00000105673	1700081B01Rik	lncRNA	RIKEN cDNA 1700081B01 gene	2	chr5	126783978	126813316	29339	+
ENSMUSG00000106235	Gm33347	lncRNA	predicted gene, 33347	2	chr5	126801390	126804348	2959	-
ENSMUSG00000105316	Gm42953	lncRNA	predicted gene 42953	2	chr5	126874319	126892546	18228	-
ENSMUSG00000106644	Gm40331	lncRNA	predicted gene, 40331	2	chr5	126929821	126962380	32560	+
ENSMUSG00000105490	4933438B17Rik	lncRNA	RIKEN cDNA 4933438B17 gene	2	chr5	127104441	127165593	61153	+
ENSMUSG00000105575	Gm43475	lncRNA	predicted gene 43475	2	chr5	127185133	127185920	788	+
ENSMUSG00000105308	4930572K03Rik	lncRNA	RIKEN cDNA 4930572K03 gene	5	chr5	127247624	127261420	13797	+
ENSMUSG00000104778	Gm43476	lncRNA	predicted gene 43476	2	chr5	127277757	127278161	405	-
ENSMUSG00000034324	Tmem132c	protein_coding	transmembrane protein 132C	17	chr5	127318872	127642857	323986	+
ENSMUSG00000087104	Tmem132cos	lncRNA	transmembrane protein 132C, opposite strand	8	chr5	127333922	127358698	24777	-
ENSMUSG00000106015	Gm42980	lncRNA	predicted gene 42980	2	chr5	127655814	127657173	1360	+
ENSMUSG00000029416	Slc15a4	protein_coding	solute carrier family 15, member 4	18	chr5	127672728	127709961	37234	-
ENSMUSG00000049971	Glt1d1	protein_coding	glycosyltransferase 1 domain containing 1	18	chr5	127709326	127786438	77113	+
ENSMUSG00000034310	Tmem132d	protein_coding	transmembrane protein 132D	9	chr5	127858694	128510141	651448	-
ENSMUSG00000105857	Gm42817	lncRNA	predicted gene 42817	2	chr5	128413841	128419842	6002	+
ENSMUSG00000106275	Gm42495	lncRNA	predicted gene 42495	2	chr5	128521480	128524795	3316	+
ENSMUSG00000104727	Gm42500	lncRNA	predicted gene 42500	2	chr5	128525968	128526846	879	+
ENSMUSG00000104980	4930573I07Rik	lncRNA	RIKEN cDNA 4930573I07 gene	2	chr5	128593179	128594698	1520	-
ENSMUSG00000072591	Fzd10os	lncRNA	frizzled class receptor 10, opposite strand	12	chr5	128656163	128677806	21644	-
ENSMUSG00000120619	Gm57274	lncRNA	predicted gene, 57274	1	chr5	128673970	128674389	420	+
ENSMUSG00000081683	Fzd10	protein_coding	frizzled class receptor 10	6	chr5	128677908	128681157	3250	+
ENSMUSG00000029423	Piwil1	protein_coding	piwi-like RNA-mediated gene silencing 1	11	chr5	128779588	128832538	52951	+
ENSMUSG00000029420	Rimbp2	protein_coding	RIMS binding protein 2	15	chr5	128834855	129030550	195696	-
ENSMUSG00000105271	Gm42875	lncRNA	predicted gene 42875	2	chr5	128846588	128854901	8314	+
ENSMUSG00000106522	Gm42871	lncRNA	predicted gene 42871	2	chr5	128851589	128852614	1026	-
ENSMUSG00000029428	Stx2	protein_coding	syntaxin 2	14	chr5	129061621	129085638	24018	-
ENSMUSG00000029430	Ran	protein_coding	RAN, member RAS oncogene family	14	chr5	129097133	129101387	4255	+
ENSMUSG00000044017	Adgrd1	protein_coding	adhesion G protein-coupled receptor D1	17	chr5	129173814	129281663	107850	+
ENSMUSG00000104681	Gm43001	lncRNA	predicted gene 43001	2	chr5	129440626	129441785	1160	+
ENSMUSG00000029439	Sfswap	protein_coding	splicing factor SWAP	15	chr5	129578285	129648448	70164	+
